mmm_timeseries_id,iso_year,iso_week,google_paid_search_spend,google_shopping_spend,google_pmax_spend,google_display_spend,google_video_spend,meta_facebook_spend,meta_instagram_spend,meta_other_spend,tiktok_spend,google_paid_search_clicks,google_shopping_clicks,google_pmax_clicks,google_display_clicks,google_video_clicks,meta_facebook_clicks,meta_instagram_clicks,meta_other_clicks,tiktok_clicks,direct_clicks,branded_search_clicks,organic_search_clicks,email_clicks,referral_clicks,all_other_clicks,google_paid_search_impressions,google_shopping_impressions,google_pmax_impressions,google_display_impressions,google_video_impressions,meta_facebook_impressions,meta_instagram_impressions,meta_other_impressions,tiktok_impressions,first_purchases,first_purchases_units,first_purchases_original_price,first_purchases_gross_discount,all_purchases,all_purchases_units,all_purchases_original_price,all_purchases_gross_discount,n_days,organisation_id,organisation_vertical,organisation_subvertical,organisation_marketing_sources,organisation_primary_territory_name,territory_name,currency_code,week_start,t,sin_1,cos_1,sin_2,cos_2,nonpaid_clicks
0349b43cddf6e720b5d582afc8cd7fd6,2021,30,163.87,678.1899999999999,0.0,0.0,0.0,683.33,0.0,0.0,0.0,125.0,662.0,0.0,0.0,0.0,587.0,0.0,0.0,0.0,330.0,82.0,284.0,42.0,24.0,202.0,2385.0,41466.0,0.0,0.0,0.0,14840.0,0.0,0.0,0.0,84,120,7012.0,317.7,91,131,7521.0,359.55,7,4a762f02ca755b22d37393e8dbeab1a6,Apparel,Undergarments,"Google, Meta, Tiktok",US,US,USD,2021-07-26,0,0.0,1.0,0.0,1.0,964.0
0349b43cddf6e720b5d582afc8cd7fd6,2021,31,319.75,1451.51,0.0,0.0,0.0,1420.27,0.0,0.0,0.0,266.0,1534.0,0.0,0.0,0.0,1108.0,0.0,0.0,0.0,553.0,87.0,376.0,82.0,27.0,225.0,4274.0,78766.0,0.0,0.0,0.0,31405.0,0.0,0.0,0.0,191,247,13652.0,524.5,200,260,14174.0,566.3,7,4a762f02ca755b22d37393e8dbeab1a6,Apparel,Undergarments,"Google, Meta, Tiktok",US,US,USD,2021-08-02,1,0.12053668025532305,0.992708874098054,0.23931566428755774,0.970941817426052,1350.0
0349b43cddf6e720b5d582afc8cd7fd6,2021,32,349.78999999999996,1904.17,0.0,0.0,0.0,1893.06,0.0,0.0,0.0,292.0,2045.0,0.0,0.0,0.0,1164.0,0.0,0.0,0.0,530.0,251.0,1012.0,40.0,44.0,354.0,5080.0,103439.0,0.0,0.0,0.0,37314.0,0.0,0.0,0.0,235,329,17452.0,665.48,250,353,18388.0,778.44,7,4a762f02ca755b22d37393e8dbeab1a6,Apparel,Undergarments,"Google, Meta, Tiktok",US,US,USD,2021-08-09,2,0.23931566428755774,0.970941817426052,0.4647231720437685,0.8854560256532099,2231.0
0349b43cddf6e720b5d582afc8cd7fd6,2021,33,291.21,2145.83,0.0,0.0,0.0,1488.72,0.0,0.0,0.0,250.0,2476.0,0.0,0.0,0.0,855.0,0.0,0.0,0.0,522.0,157.0,547.0,64.0,38.0,245.0,3576.0,112490.0,0.0,0.0,0.0,31268.0,0.0,0.0,0.0,232,315,16109.0,638.5,247,341,17084.0,775.58,7,4a762f02ca755b22d37393e8dbeab1a6,Apparel,Undergarments,"Google, Meta, Tiktok",US,US,USD,2021-08-16,3,0.3546048870425356,0.9350162426854148,0.6631226582407952,0.7485107481711011,1573.0
0349b43cddf6e720b5d582afc8cd7fd6,2021,34,243.88,2786.92,0.0,0.0,0.0,1075.39,0.0,0.0,0.0,203.0,2934.0,0.0,0.0,0.0,549.0,0.0,0.0,0.0,515.0,156.0,526.0,55.0,43.0,561.0,3585.0,138320.0,0.0,0.0,0.0,18074.0,0.0,0.0,0.0,249,321,17452.0,708.42,261,338,18066.0,785.0,7,4a762f02ca755b22d37393e8dbeab1a6,Apparel,Undergarments,"Google, Meta, Tiktok",US,US,USD,2021-08-23,4,0.4647231720437685,0.8854560256532099,0.8229838658936564,0.5680647467311558,1856.0
0349b43cddf6e720b5d582afc8cd7fd6,2021,35,196.28,1581.81,0.0,0.0,0.0,553.89,0.0,0.0,0.0,168.0,2278.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,396.0,105.0,371.0,45.0,41.0,319.0,2735.0,100694.0,0.0,0.0,0.0,12106.0,0.0,0.0,0.0,185,238,12827.21,414.37,198,254,13586.21,482.55,7,4a762f02ca755b22d37393e8dbeab1a6,Apparel,Undergarments,"Google, Meta, Tiktok",US,US,USD,2021-08-30,5,0.5680647467311558,0.8229838658936564,0.9350162426854148,0.35460488704253557,1277.0
0349b43cddf6e720b5d582afc8cd7fd6,2021,36,246.59,2993.04,0.0,0.0,0.0,998.91,0.0,0.0,0.0,209.0,4308.0,0.0,0.0,0.0,564.0,0.0,0.0,0.0,553.0,122.0,413.0,43.0,33.0,216.0,3348.0,183442.0,0.0,0.0,0.0,20181.0,0.0,0.0,0.0,211,281,14375.0,491.48,225,304,15352.0,538.49,7,4a762f02ca755b22d37393e8dbeab1a6,Apparel,Undergarments,"Google, Meta, Tiktok",US,US,USD,2021-09-06,6,0.6631226582407952,0.7485107481711011,0.992708874098054,0.120536680255323,1380.0
0349b43cddf6e720b5d582afc8cd7fd6,2021,37,288.48,1923.93,0.0,0.0,0.0,1714.32,0.0,0.0,0.0,232.0,3074.0,0.0,0.0,0.0,1331.0,0.0,0.0,0.0,585.0,177.0,460.0,130.0,33.0,266.0,3971.0,157465.0,0.0,0.0,0.0,42186.0,0.0,0.0,0.0,246,330,17484.989999999998,709.54,264,357,18647.989999999998,822.72,7,4a762f02ca755b22d37393e8dbeab1a6,Apparel,Undergarments,"Google, Meta, Tiktok",US,US,USD,2021-09-13,7,0.7485107481711011,0.6631226582407953,0.992708874098054,-0.12053668025532288,1651.0
0349b43cddf6e720b5d582afc8cd7fd6,2021,38,271.85,1579.3500000000001,0.0,0.0,0.0,1727.71,0.0,0.0,0.0,188.0,2135.0,0.0,0.0,0.0,1120.0,0.0,0.0,0.0,735.0,180.0,410.0,36.0,43.0,274.0,2958.0,119190.0,0.0,0.0,0.0,40295.0,0.0,0.0,0.0,234,328,16994.37,732.36,248,346,17681.37,799.46,7,4a762f02ca755b22d37393e8dbeab1a6,Apparel,Undergarments,"Google, Meta, Tiktok",US,US,USD,2021-09-20,8,0.8229838658936564,0.5680647467311558,0.9350162426854148,-0.35460488704253545,1678.0
0349b43cddf6e720b5d582afc8cd7fd6,2021,39,263.43,1294.57,0.0,0.0,0.0,1736.0900000000001,0.0,0.0,0.0,207.0,1996.0,0.0,0.0,0.0,1065.0,0.0,0.0,0.0,543.0,94.0,399.0,58.0,28.0,155.0,3399.0,99360.0,0.0,0.0,0.0,37959.0,0.0,0.0,0.0,180,237,12092.0,429.43,190,250,12699.0,456.78,7,4a762f02ca755b22d37393e8dbeab1a6,Apparel,Undergarments,"Google, Meta, Tiktok",US,US,USD,2021-09-27,9,0.8854560256532098,0.4647231720437686,0.8229838658936565,-0.5680647467311557,1277.0
0349b43cddf6e720b5d582afc8cd7fd6,2021,40,268.68,1290.55,0.0,0.0,0.0,1739.27,0.0,0.0,0.0,229.0,1924.0,0.0,0.0,0.0,1016.0,0.0,0.0,0.0,487.0,134.0,394.0,32.0,26.0,211.0,3492.0,99244.0,0.0,0.0,0.0,37284.0,0.0,0.0,0.0,154,231,12050.92,565.8399999999999,166,250,12931.92,612.39,7,4a762f02ca755b22d37393e8dbeab1a6,Apparel,Undergarments,"Google, Meta, Tiktok",US,US,USD,2021-10-04,10,0.9350162426854148,0.35460488704253557,0.6631226582407952,-0.7485107481711012,1284.0
0349b43cddf6e720b5d582afc8cd7fd6,2021,41,288.09000000000003,594.53,0.0,0.0,0.0,1518.4,0.0,0.0,0.0,215.0,1030.0,0.0,0.0,0.0,6992.0,0.0,0.0,0.0,742.0,115.0,438.0,47.0,19.0,2849.0,3703.0,44761.0,0.0,0.0,0.0,101027.0,0.0,0.0,0.0,113,141,7690.0,306.64,124,157,8419.0,334.71,7,4a762f02ca755b22d37393e8dbeab1a6,Apparel,Undergarments,"Google, Meta, Tiktok",US,US,USD,2021-10-11,11,0.970941817426052,0.23931566428755804,0.46472317204376906,-0.8854560256532096,4210.0
